tm36188,tt0758774,7.1,224896.0,16.693,6.6
tm88382,tt0356470,5.9,86395.0,31.774,6.5
ts31263,tt0294149,7.6,1104.0,4.376,7.8
tm47523,tt0181739,6.3,35711.0,14.652,6.5
tm24088,tt0362120,5.1,120188.0,45.906,5.5
tm137362,tt0324216,6.2,140741.0,73.702,6.2
tm177068,tt0369441,6.1,143998.0,15.505,6.2
tm82442,tt0453556,6.2,64062.0,22.181,6.1
tm90864,tt1231583,6.5,339626.0,31.661,6.3
tm101249,tt1385867,5.5,87673.0,10.863,5.6
ts687,tt0389564,7.3,44971.0,21.12,7.2
ts24028,tt0281491,8.9,7539.0,5.171,8.3
tm142564,tt1187043,8.4,385782.0,49.398,8.0
ts23752,tt1882928,8.6,2110.0,15.027,7.8
ts21706,tt0491603,7.2,14782.0,21.417,7.8
ts21740,tt1316554,8.3,1856.0,27.454,7.6
ts30356,tt1710177,7.6,1049.0,39.732,7.2
tm89684,tt0363282,4.8,23307.0,10.357,6.2
ts31514,tt7996132,7.0,13.0,26.42,6.6
ts22005,tt1173427,7.4,10523.0,16.775,7.3
tm183963,tt0487897,6.8,13034.0,10.751,6.9
tm27268,tt0385880,6.6,114942.0,47.456,6.6
tm81270,tt0335438,6.1,145981.0,14.252,5.8
tm137342,tt0314353,6.6,121066.0,33.904,6.8
ts21688,tt1370334,7.9,11579.0,75.209,8.3
ts22318,tt3233214,6.2,6700.0,25.162,8.2
tm161263,tt0403424,5.1,38445.0,15.813,5.3
ts12815,tt1131746,6.3,12046.0,65.327,8.8
tm26638,tt0420294,5.8,72366.0,63.011,6.1
tm55303,tt0277027,7.6,149082.0,18.529,7.6
tm31189,tt0416236,6.5,94628.0,30.838,6.6
tm165593,tt0398375,5.5,57894.0,13.404,5.6
ts15986,tt1285482,7.6,19684.0,9.747,7.3
ts26322,tt1279024,8.0,14307.0,28.197,8.5
tm78767,tt0762107,5.9,146625.0,46.06,6.0
ts98340,tt6954486,NULL,NULL,0.6,NULL
tm36644,tt0469641,6.0,83129.0,15.774,6.1
tm77649,tt0477071,5.9,78119.0,18.308,6.3
ts33559,tt0983983,8.0,25.0,24.246,7.9
